Scheme_Code,Scheme_Name
134466,Baroda Pioneer Fixed Maturity Plan Series M - Plan A - Growth Option
134467,Baroda Pioneer Fixed Maturity Plan Series M - Plan B (Direct) - Dividend (payout) option
134468,Baroda Pioneer Fixed Maturity Plan Series M - Plan B (Direct) - Growth Option
134121,Baroda Pioneer Hybrid Fund - Series 1 - Plan A - Dividend Pay-out option
134122,Baroda Pioneer Hybrid Fund - Series 1- Plan A - Growth Option
134123,Baroda Pioneer Hybrid Fund - Series 1- Plan B (Direct) - Growth Option
134120,Baroda Pioneer Hybrid Fund- Series 1- Plan B (Direct) - Dividend Pay-out Option
120518,Birla Sun Life Balanced '95 Fund - Direct Plan-Dividend
120517,Birla Sun Life Balanced '95 Fund - Direct Plan-Growth
103154,Birla Sun Life Balanced '95 Fund - Regular Plan-Dividend
103155,Birla Sun Life Balanced '95 Fund - Regular Plan-Growth
131671,Birla Sun Life Balanced Advantage Fund - Direct Plan - Dividend Option
131670,Birla Sun Life Balanced Advantage Fund - Direct Plan - Growth Option
131665,Birla Sun Life Balanced Advantage Fund - Regular Plan - Dividend Option
131666,Birla Sun Life Balanced Advantage Fund - Regular Plan - Growth Option
119660,Birla Sun Life Tax Plan - Direct Plan - Dividend Option
119661,Birla Sun Life Tax Plan - Direct Plan - Growth Option
100067,Birla Sun Life Tax Plan - Regular Plan - Dividend Option
104331,Birla Sun Life Tax Plan - Regular Plan - Growth Option
103164,Birla Sun Life Relief 96 - Dividend Option
107745,Birla Sun Life Relief 96 - Growth Option
119543,Birla Sun Life Tax Relief 96 - Dividend - Direct Plan
119544,Birla Sun Life Tax Relief 96 - Growth - Direct Plan
131741,Birla Sun Life Tax Savings Fund - Direct Plan - Bonus Option
131740,Birla Sun Life Tax Savings Fund - Direct Plan - Dividend Option
131739,Birla Sun Life Tax Savings Fund - Direct Plan - Growth Option
131738,Birla Sun Life Tax Savings Fund - Regular Plan - Bonus Option
131737,Birla Sun Life Tax Savings Fund - Regular Plan - Dividend Option
131736,Birla Sun Life Tax Savings Fund - Regular Plan - Growth Option
122645,Birla Sun Life Floating Rate Fund-Long Term Plan-Direct Plan-Daily Dividend
122646,Birla Sun Life Floating Rate Fund-Long Term Plan-Direct Plan-Growth
122648,Birla Sun Life Floating Rate Fund-Long Term Plan-Direct Plan-Weekly Dividend
122643,Birla Sun Life Floating Rate Fund-Long Term Plan-Regular Plan-Daily Dividend
122644,Birla Sun Life Floating Rate Fund-Long Term Plan-Regular Plan-Growth
122647,Birla Sun Life Floating Rate Fund-Long Term Plan-Regular Plan-Weekly Dividend
122650,Birla Sun Life Floating Rate Fund-Long Term Plan-Retail Plan-Growth
122649,Birla Sun Life Floating Rate Fund-Long Term Plan-Retail Plan-Weekly Dividend
131902,Birla Sun Life 5 Star Multi Manager FoF Scheme - Direct Plan - Dividend Option
131901,Birla Sun Life 5 Star Multi Manager FoF Scheme - Direct Plan - Growth Option
131900,Birla Sun Life 5 Star Multi Manager FoF Scheme - Regular Plan - Dividend Option
131899,Birla Sun Life 5 Star Multi Manager FoF Scheme - Regular Plan - Growth Option
131897,Birla Sun Life Active Debt Multi Manager FoF Scheme - Direct Plan - Dividend Option
131898,Birla Sun Life Active Debt Multi Manager FoF Scheme - Direct Plan - Growth Option
131895,Birla Sun Life Active Debt Multi Manager FoF Scheme - Regular Plan - Dividend Option
131896,Birla Sun Life Active Debt Multi Manager FoF Scheme - Regular Plan - Growth Option
119492,Birla Sun Life Asset Allocation - Aggressive Plan - Dividend - Direct Plan
119493,Birla Sun Life Asset Allocation - Aggressive Plan - Growth - Direct Plan
119491,Birla Sun Life Asset Allocation - Moderate Plan - Dividend - Direct Plan
119495,Birla Sun Life Asset Allocation - Moderate Plan - Growth - Direct Plan
102184,Birla Sun Life Asset Allocation Fund-Aggressive Plan-Dividend Plan
102185,Birla Sun Life Asset Allocation Fund-Aggressive Plan-Growth Plan
102188,Birla Sun Life Asset Allocation Fund-Conservative Plan-Dividend Plan
102189,Birla Sun Life Asset Allocation Fund-Conservative Plan-Growth Plan
102186,Birla Sun Life Asset Allocation Fund-Moderate Plan-Dividend Plan
102187,Birla Sun Life Asset Allocation Fund-Moderate Plan-Growth Plan
119494,Birla Sun Life Asset Allocation-Conservative Plan - Dividend - Direct Plan
119490,Birla Sun Life Asset Allocation-Conservative Plan - Growth - Direct Plan
131866,Birla Sun Life Asset Allocator Multi Manager FoF Scheme - Direct Plan - Dividend Option
131865,Birla Sun Life Asset Allocator Multi Manager FoF Scheme - Direct Plan - Growth Option
131863,Birla Sun Life Asset Allocator Multi Manager FoF Scheme - Regular Plan - Dividend Option
131864,Birla Sun Life Asset Allocator Multi Manager FoF Scheme - Regular Plan - Growth Option
132187,Birla Sun Life Financial Planning Fund - Aggressive Plan - Direct Plan - Dividend Option
132186,Birla Sun Life Financial Planning Fund - Aggressive Plan - Direct Plan - Growth Option
132181,Birla Sun Life Financial Planning Fund - Aggressive Plan - Regular Plan - Dividend Option
132180,Birla Sun Life Financial Planning Fund - Aggressive Plan - Regular Plan - Growth Option
132184,Birla Sun Life Financial Planning Fund - Conservative Plan - Direct Plan - Dividend Option
132183,Birla Sun Life Financial Planning Fund - Conservative Plan - Direct Plan - Growth Option
132179,Birla Sun Life Financial Planning Fund - Conservative Plan - Regular Plan - Dividend Option
132178,Birla Sun life Financial Planning Fund - Conservative Plan - Regular Plan - Growth Option
132189,Birla Sun Life Financial Planning Fund - Prudent Plan - Direct Plan - Dividend Option
132185,Birla Sun Life Financial Planning Fund - Prudent Plan - Direct Plan - Growth Option
132175,Birla Sun Life Financial Planning Fund - Prudent Plan - Regular Plan - Dividend Option
132174,Birla Sun Life Financial Planning Fund - Prudent Plan - Regular Plan - Growth Option
120545,Birla Sun Life Gold Fund - Dividend - Direct Plan
120546,Birla Sun Life Gold Fund - Growth - Direct Plan
116795,Birla Sun Life Gold Fund-Dividend
116796,Birla Sun Life Gold Fund-Growth
132141,Birla Sun Life Global Commodities Fund - Direct Plan - Dividend Option
132140,Birla Sun Life Global Commodities Fund - Direct plan - Growth Option
132139,Birla Sun Life Global Commodities Fund - Regular Plan - Dividend Option
132138,Birla SUn Life Global Commodities Fund - Regular Plan - Growth Option
132010,Birla Sun Life Global Real Estate Fund - Retail Plan - Direct Plan - Dividend Option
132009,Birla Sun Life Global Real Estate Fund - Retail Plan - Direct Plan - Growth Option
132003,Birla Sun Life Global Real Estate Fund - Retail Plan - Regular Plan - Dividend Option
132005,Birla Sun Life Global Real Estate Fund - Retail Plan - Regular Plan - Growth Option
132121,Birla Sun Life Latin America Equity Fund - Direct Plan - Dividend Option
132120,Birla Sun Life Latin America Equity Fund - Direct Plan - Growth Option
132117,Birla Sun Life Latin America Equity Fund - Regular Plan - Dividend Option
132118,Birla Sun Life Latin America Equity Fund - Regular Plan - Growth Option
119614,Birla Sun Life Constant Maturity 10 Year Gilt Fund - Growth - Direct Plan
100061,Birla Sun Life Constant Maturity 10 Year Gilt Fund - Growth - Regular Plan
119615,Birla Sun Life Constant Maturity 10 Year Gilt Fund - Quarterly Dividend - Direct Plan
100060,Birla Sun Life Constant Maturity 10 Year Gilt Fund - Quarterly Dividend - Regular Plan
119611,Birla Sun Life Gilt Plus - Liquid Plan - Annual Dividend - Direct Plan
100056,Birla Sun Life Gilt Plus - Liquid Plan - Annual Dividend - Regular Plan
123860,Birla Sun Life Gilt Plus - Liquid Plan - Daily Dividend - Direct Plan
123863,Birla Sun Life Gilt Plus - Liquid Plan - Daily Dividend - Regular Plan
119612,Birla Sun Life Gilt Plus - Liquid Plan - Growth - Direct Plan
100055,Birla Sun Life Gilt Plus - Liquid Plan - Growth - Regular Plan
119610,Birla Sun Life Gilt Plus - Liquid Plan - Quarterly Dividend - Direct Plan
100054,Birla Sun Life Gilt Plus - Liquid Plan - Quarterly Dividend - Regular Plan
123862,Birla Sun Life Gilt Plus - Liquid Plan - Weekly Dividend - Direct Plan
123861,Birla Sun Life Gilt Plus - Liquid Plan - Weekly Dividend - Regular Plan
119605,Birla Sun Life Gilt Plus - PF Plan - Growth - Direct Plan
100058,Birla Sun Life Gilt Plus - PF Plan - Growth - Regular Plan
119606,Birla Sun Life Gilt Plus - PF Plan - Quarterly Dividend - Direct Plan
100057,Birla Sun Life Gilt Plus - PF Plan - Quarterly Dividend - Regular Plan
100059,Birla Sun Life Gilt Plus-PF Plan (Annual Dividend)
100062,Birla Sun Life Gilt Plus-Regular Plan (Annual Dividend)
133440,Birla Sun Life Government Securities Fund - Long Term Plan - Dividend - Direct Plan
133439,Birla Sun Life Government Securities Fund - Long Term Plan - Dividend - Regular Plan
120533,Birla Sun Life Government Securities Fund - Long Term Plan - Growth - Direct Plan
103188,Birla Sun Life Government Securities Fund - Long Term Plan - Growth - Regular Plan
120532,Birla Sun Life Government Securities Fund - Long Term Plan - Half Yearly Dividend - Direct Plan
103187,Birla Sun Life Government Securities Fund - Long Term Plan - Half Yearly Dividend - Regular Plan
123864,Birla Sin Life Government Securities Fund - Short Term Plan - Weekly Dividend - Regular Plan
119530,Birla Sun Life Government Securities Fund - Short Term Plan - Daily Dividend - Direct Plan
119529,Birla Sun Life Government Securities Fund - Short Term Plan - Growth - Direct Plan
103190,Birla Sun Life Government Securities Fund - Short Term Plan - Growth - Regular Plan
110515,Birla Sun Life Government Seurities Fund - Short Term Plan - Daily Dividend - Regular Plan
110666,"Birla Sun Life Govt, Securities Short Term Fund-Institutional Daily Dividend Option"
110668,"Birla Sun Life Govt, Securities Short Term Fund-Institutional Plan A(Dividend)"
110665,"Birla Sun Life Govt, Securities Short Term Fund-Institutional Weekly Dividend Option"
103189,"Birla Sun Life Govt, Securities Short Term Fund-Retail Plan A(Dividend)"
110516,"Birla Sun Life Govt, Securities Short Term Fund-Retail Weekly Dividend Option"
115127,Birla Sun Life Gold ETF
119433,Birla Sun Life Advantage Fund - Dividend - Direct Plan
119436,Birla Sun Life Advantage Fund - Growth - Direct Plan
100033,Birla Sun Life Advantage Fund - Regular Growth
100034,Birla Sun Life Advantage Fund -Regular Dividend
125598,Birla Sun Life Banking and Financial Services Fund - Direct Plan - Dividend
125597,Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth
125596,Birla Sun Life Banking and Financial Services Fund - Regular Plan - Dividend
125595,Birla Sun Life Banking and Financial Services Fund - Regular Plan - Growth
120528,Birla Sun Life Buy India Fund - Dividend - Direct Plan
103169,Birla Sun Life Buy India Fund - Dividend - Regular Plan
120529,Birla Sun Life Buy India Fund - Growth - Direct Plan
103170,Birla Sun Life Buy India Fund - Growth - Regular Plan
119575,Birla Sun Life Commodity Equities Fund - Global Agri Plan - Dividend - Direct Plan
111348,Birla Sun Life Commodity Equities Fund - Global Agri Plan - Dividend - Regular Plan
119576,Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Direct Plan
111349,Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Regular Plan
119506,Birla Sun Life Dividend Yield Plus - Dividend - Direct Plan
101737,Birla Sun Life Dividend Yield Plus - Dividend - Regular Plan
119507,Birla Sun Life Dividend Yield Plus - Growth - Direct Plan
101738,Birla Sun Life Dividend Yield Plus - Growth - Regular Plan
119525,Birla Sun Life Enhanced Arbitrage Fund - Dividend - Direct Plan
119526,Birla Sun Life Enhanced Arbitrage Fund - Growth - Direct Plan
112085,BIRLA SUN LIFE ENHANCED ARBITRAGE FUND - INSTITUTIONAL PLAN - DIVIDEND
112086,BIRLA SUN LIFE ENHANCED ARBITRAGE FUND - INSTITUTIONAL PLAN - GROWTH
112087,BIRLA SUN LIFE ENHANCED ARBITRAGE FUND - REGULAR PLAN - DIVIDEND
112088,BIRLA SUN LIFE ENHANCED ARBITRAGE FUND - REGULAR PLAN - GROWTH
120565,Birla Sun Life Equity Fund - Dividend - Direct Plan
103165,Birla Sun Life Equity Fund - Dividend - Regular Plan
120564,Birla Sun Life Equity Fund - Growth - Direct Plan
103166,Birla Sun Life Equity Fund - Growth - Regular Plan
132996,Birla Sun Life Equity Savings Fund - Direct Plan - Dividend
132995,Birla Sun Life Equity Savings Fund - Direct Plan - Growth
132997,Birla Sun Life Equity Savings Fund - Regular Plan - Dividend
132998,Birla Sun Life Equity Savings Fund - Regular Plan - Growth
119527,Birla Sun Life Frontline Equity Fund - Dividend - Direct Plan
119528,Birla Sun Life Frontline Equity Fund - Growth - Direct Plan
103173,Birla Sun Life Frontline Equity Fund-Dividend
103174,Birla Sun Life Frontline Equity Fund-Growth
112113,Birla Sun Life Frontline Equity Fund-Plan B (Dividend)
112114,Birla Sun Life Frontline Equity Fund-Plan B (Growth)
119649,Birla Sun Life Index Fund - Dividend - Direct Plan
101313,Birla Sun Life Index Fund - Dividend - Regular Plan
119648,Birla Sun Life Index Fund - Growth - Direct Plan
101314,Birla Sun Life Index Fund - Growth - Regular Plan
119590,Birla Sun Life India Gennext Fund - Dividend - Direct Plan
119591,Birla Sun Life India Gennext Fund - Growth - Direct Plan
103110,Birla Sun Life India Gennext Fund-Dividend Option
103111,Birla Sun Life India Gennext Fund-Growth Option
119617,Birla Sun Life India Opportunities Fund - Dividend - Direct Plan
100065,Birla Sun Life India Opportunities Fund - Dividend - Regular Plan
119618,Birla Sun Life India Opportunities Fund - Growth - Direct Plan
100066,Birla Sun Life India Opportunities Fund - Growth - Regular Plan
119537,Birla Sun Life India Reforms Fund - Dividend - Direct Plan
119536,Birla Sun Life India Reforms Fund - Growth - Direct Plan
112922,Birla Sun Life India Reforms Fund-DIVIDEND
112921,Birla Sun Life India Reforms Fund-GROWTH
119515,Birla Sun Life Infrastructure Fund -  Dividend - Direct Plan
119514,Birla Sun Life Infrastructure Fund - Growth - Direct Plan
103475,Birla Sun Life Infrastructure Fund-Dividend
103476,Birla Sun Life Infrastructure Fund-Growth
111956,Birla Sun Life Infrastructure Fund-Plan B (Dividend)
111955,Birla Sun Life Infrastructure Fund-Plan B (Growth)
119516,Birla Sun Life International Equity Fund - Plan A - Dividend - Direct Plan
106872,Birla Sun Life International Equity Fund - Plan A - Dividend - Regular Plan
119517,Birla Sun Life International Equity Fund - Plan A - Growth - Direct Plan
106873,Birla Sun Life International Equity Fund - Plan A - Growth - Regular Plan
119519,Birla Sun Life International Equity Fund - Plan B - Dividend - Direct Plan
106875,Birla Sun Life International Equity Fund - Plan B - Dividend - Regular Plan
119518,Birla Sun Life International Equity Fund - Plan B - Growth - Direct Plan
106876,Birla Sun Life International Equity Fund - Plan B - Growth - Regular Plan
119521,Birla Sun Life Long Term Advantage - Dividend - Direct Plan
119520,Birla Sun Life Long Term Advantage - Growth - Direct Plan
104339,Birla Sun Life Long Term Fund- Growth Option
104338,Birla Sun Life Long Term Fund-Dividend Option
133514,Birla Sun Life Manufacturing Equity Fund - Direct Plan - Dividend
133516,Birla Sun Life Manufacturing Equity Fund - Direct Plan - Growth
133515,Birla Sun Life Manufacturing Equity Fund - Regular Plan - Dividend
133513,Birla Sun Life Manufacturing Equity Fund - Regular Plan - Growth
119619,Birla Sun Life Midcap Fund - Dividend - Direct Plan
119620,Birla Sun Life Midcap Fund - Growth - Direct Plan
101591,Birla Sun Life MIDCAP Fund-Dividend
101592,Birla Sun Life MIDCAP Fund-Growth
112115,Birla Sun Life MIDCAP Fund-Plan B (Dividend)
112116,Birla Sun Life MIDCAP Fund-Plan B (Growth)
119647,Birla Sun Life MNC Fund - Dividend - Direct Plan
100063,Birla Sun Life MNC Fund - Dividend - Regular Plan
119646,Birla Sun Life MNC Fund - Growth - Direct Plan
100064,Birla Sun Life MNC Fund - Growth - Regular Plan
103167,Birla Sun Life New Millenium Fund - Dividend - Regular Plan
103168,Birla Sun Life New Millenium Fund - Growth - Regular Plan
120538,Birla Sun Life New Millennium Fund - Dividend - Direct Plan
120539,Birla Sun Life New Millennium Fund - Growth - Direct Plan
119658,Birla Sun Life Pure Value Fund - Dividend - Direct Plan
108166,Birla Sun Life Pure Value Fund - Dividend Option
119659,Birla Sun Life Pure Value Fund - Growth - Direct Plan
108167,Birla Sun Life Pure Value Fund - Growth Option
105805,Birla Sun Life Small & Midcap Fund - DIVIDEND
105804,Birla Sun Life Small & Midcap Fund - GROWTH
119557,Birla Sun Life Small And Midcap Fund - Dividend - Direct Plan
119556,Birla Sun Life Small And Midcap Fund - Growth - Direct Plan
107505,Birla Sun Life Special Situations Fund - Dividend
119547,Birla Sun Life Special Situations Fund - Dividend - Direct Plan
107504,Birla Sun Life Special Situations Fund - Growth
119546,Birla Sun Life Special Situations Fund - Growth - Direct Plan
119563,Birla Sun Life Top 100 Fund - Dividend - Direct Plan
119564,Birla Sun Life Top 100 Fund - Growth - Direct Plan
103308,Birla Sun Life Top 100 Fund -Dividend Option
103309,Birla Sun Life Top 100 Fund -Growth Option
119524,Birla Sun Life Cash Manager - Daily Dividend - Direct Plan
113307,Birla Sun Life Cash Manager - Daily Dividend - Regular Plan
119523,Birla Sun Life Cash Manager - Growth - Direct Plan
103192,Birla Sun Life Cash Manager - Growth Plan
103191,Birla Sun Life Cash Manager - Institutional Plan - Daily Dividend
103195,Birla Sun Life Cash Manager - Institutional Plan - Growth
103194,Birla Sun Life Cash Manager - Institutional Plan - Weekly Dividend
119522,Birla Sun Life Cash Manager - Weekly Dividend - Direct Plan
103193,Birla Sun Life Cash Manager - Weekly Dividend - Regular Plan
134388,Birla Sun Life Corporate Bond Fund - Direct Plan - Bonus
134385,Birla Sun Life Corporate Bond Fund - Direct Plan - Dividend
134387,Birla Sun Life Corporate Bond Fund - Direct Plan - Growth
134384,Birla Sun Life Corporate Bond Fund - Regular Plan - Bonus
134386,Birla Sun Life Corporate Bond Fund - Regular Plan - Dividend
